Issuer,Symbol,Manager1,IPOPrice,OpenPrice,ClosePrice,PxChng,OpeningChng,Ratings,Performed
Nebula Acquisition ,NEBUU,Deutsche Bank,10,10.03,10.02,0.2,0.03,1,
Industrial Logistics Properties Trust ,ILPT,UBS Investment Bank,24,23.7,23.35,-2.71,-0.3,1,
Liberty Oilfield Services ,LBRT,Morgan Stanley,17,21.2,21.75,27.94,4.2,2,
Platinum Eagle Acquisition ,EAGLU,Deutsche Bank,10,10.06,10.01,0.1,0.06,1,
PagSeguro Digital Ltd. ,PAGS,Goldman Sachs,21.5,28.2,29.2,35.81,6.7,3,
Eyenovia  ,EYEN,Ladenburg Thalmann,10,10,9.92,-0.8,0,1,
Gates Industrial Corporation plc ,GTES,Citigroup,19,19.05,18.5,-2.63,0.05,1,
Menlo Therapeutics ,MNLO,Jefferies,17,20.5,28.71,68.88,3.5,2,
ARMO BioSciences ,ARMO,Jefferies,17,28,29.74,74.94,11,2,
PlayAGS ,AGS,Credit Suisse,16,14,18.5,15.63,-2,1,
resTORbio ,TORC,BofA Merrill Lynch,15,18.62,16.58,10.53,3.62,2,
MTech Acquisition ,MTECU,EarlyBirdCapital,10,10.01,10.07,0.7,0.01,1,
One Stop Systems ,OSS,Roth Capital Partners,5,5.55,4.88,-2.4,0.55,1,
Hudson Ltd. ,HUD,Credit Suisse,19,17.95,17.6,-7.37,-1.05,2,Missed
FTS International ,FTSI,Credit Suisse,18,19,20.61,14.5,1,3,
Cactus ,WHD,Citigroup,19,21.1,20.25,6.58,2.1,2,
Evolus ,EOLS,Cantor,12,11.2,11.5,-4.17,-0.8,1,
Huami Corporation ,HMI,Credit Suisse,11,12,11.25,2.27,1,1,
Mudrick Capital Acquisition ,MUDSU,Cantor,10,10,10,0,0,1,
Cardlytics ,CDLX,BofA Merrill Lynch,13,12.1,13.37,2.85,-0.9,2,Missed
Quintana Energy Services ,QES,BofA Merrill Lynch,10,9,9,-10,-1,1,
Leo Holdings ,LHC.U,Citigroup,10,10,9.93,-0.7,0,1,
Motus GI Holdings ,MOTS,Piper Jaffray,5,5,4.38,-12.4,0,1,
DFB Healthcare Acquisitions (DFBHU) (u),DFBHU,Goldman Sachs,10,10,10,0,0,1,
Union Acquisition ,LTN.U,Ladenburg Thalmann,10,10.01,10.01,0.1,0.01,1,
BioXcel Therapeutics ,BTAI,Barclays,11,11.02,11.03,0.27,0.02,1,
Opes Acquisition ,OPESU,EarlyBirdCapital,10,10.03,10.02,0.2,0.03,1,
Arcus Biosciences ,RCUS,Citigroup,15,20,17,13.33,5,3,
Tiberius Acquisition ,TIBRU,Cantor,10,10.01,10.02,0.2,0.01,1,
Zscaler ,ZS,Morgan Stanley,16,27.5,33,106.25,11.5,3,
Dropbox ,DBX,Goldman Sachs,21,29,28.48,35.62,8,3,
GreenTree Hospitality Group ,GHG,Morgan Stanley,14,14.4,13,-7.14,0.4,1,
Bilibili ,BILI,Morgan Stanley,11.5,9.8,11.24,-2.26,-1.7,3,Missed
Homology Medicines ,FIXX,BofA Merrill Lynch,16,23,18.66,16.63,7,3,
OneSmart International Education Group ,ONE,Morgan Stanley,11,11,10.8,-1.82,0,1,
Unum Therapeutics ,UMRX,Morgan Stanley,12,11.75,11.11,-7.42,-0.25,2,Missed
Zuora ,ZUO,Goldman Sachs,14,20,20,42.86,6,3,
Surface Oncology ,SURF,Goldman Sachs,15,14.75,13.55,-9.67,-0.25,3,Missed
Level One Bancorp ,LEVL,Raymond James,28,29,29.26,4.5,1,2,
Pivotal Software ,PVTL,Morgan Stanley,15,16.75,15.73,4.87,1.75,2,
Ceridian HCM Holding,CDAY,Goldman Sachs,21,28.9,31.21,48.62,7.9,3,
nLIGHT ,LASR,Stifel,16,23,26.95,68.44,7,3,
DocuSign,DOCU,Morgan Stanley,29,38,39.73,37,9,3,
Smartsheet,SMAR,Morgan Stanley,15,18.4,19.5,30,3.4,3,
Inspire Medical Systems ,INSP,BofA Merrill Lynch,16,24.49,24.98,56.13,8.49,3,
Unity Biotechnology ,UEX,Goldman Sachs,17,19,16.65,-2.06,2,1,
Carbon Black,CBLK,Morgan Stanley,19,24.7,23.94,26,5.7,3,
Construction Partners ,ROAD,Baird,12,13,12.1,0.83,1,1,
Spirit of Texas Bancshares ,STXB,Stephens,21,22,21.85,4.05,1,2,
Evelo Biosciences ,EVLO,Morgan Stanley,16,16,16.25,1.56,0,3,Missed
Origin Bancorp ,OBNK,Stephens,34,36.25,37.16,9.29,2.25,2,
AXA Equitable Holdings ,EQH,Morgan Stanley,20,19.75,20.34,1.7,-0.25,1,
HUYA ,HUYA,Credit Suisse,12,15.5,16.06,33.83,3.5,2,
Pluralsight ,PS,Morgan Stanley,15,20,20,33.33,5,3,
GreenSky ,GSKY,Goldman Sachs,23,22.15,23.36,1.57,-0.85,3,Missed
Kiniksa Pharmaceuticals ,KNSA,Goldman Sachs,18,24.45,19.47,8.17,6.45,3,
Scholar Rock Holding ,SRRK,Jefferies,14,14.25,15.5,10.71,0.25,1,
Iterum Therapeutics plc ,ITRM,Leerink Partners,13,12.7,12.85,-1.15,-0.3,1,
Gores Holdings II ,GSHTU,Deutsche Bank,10,10.16,10.25,2.5,0.16,1,
FinTech Acquisition Corp. II,FNTEU,Cantor,10,10.1,10.05,0.5,0.1,1,
Keane Group ,FRAC,Citigroup,19,22.18,21.65,13.95,3.18,3,
AnaptysBio ,ANAB,Credit Suisse,15,16,17,13.33,1,2,
REV Group ,REVG,Goldman Sachs,22,25.75,25,13.64,3.75,2,
Invitation Homes ,INVH,Deutsche Bank,20,20.15,20,0,0.15,2,Missed
Laureate Education ,LAUR,Credit Suisse,14,12.5,13.25,-5.36,-1.5,1,
"Kimbell Royalty Partners, LP ",KRP,Raymond James,18,18.11,20.64,14.67,0.11,1,
Ramaco Resources ,METC,Credit Suisse,13.5,14.55,13.55,0.37,1.05,2,
Clipper Realty ,CLPR,FBR,13.5,15,13.5,0,1.5,1,
Foundation Building Materials ,FBM,Deutsche Bank,14,15.8,15.5,10.71,1.8,1,
Sachem Capital ,SACH,Joseph Gunnar,5,4.9,5.04,0.8,-0.1,1,
Snap ,SNAP,Morgan Stanley,17,23.71,24.48,44,6.71,3,
J.JILL ,JILL,BofA Merrill Lynch,13,12.85,12.65,-2.69,-0.15,1,
Matlin & Partners Acquisition ,MPACU,Cantor,10,10,10.01,0.1,0,1,
Ardagh Group S.A.  ,ARD,Citigroup,19,21.96,22.91,20.58,2.96,1,Missed
Canada Goose Holdings ,GOOS,CIBC Capital Markets,12.78,18,16.08,25.82,5.22,3,
ProPetro Holding ,PUMP,Goldman Sachs,14,15,14.5,3.57,1,1,
Silver Run Acquisition Corp II ,SRUNU,Citigroup,10,10.21,10.36,3.6,0.21,1,
Kayne Anderson Acquisition ,KAACU,Citigroup,10,10.09,10,0,0.09,1,
Schneider National ,SNDR,Morgan Stanley,19,19.5,19,0,0.5,2,
Elevate Credit ,ELVT,UBS Securities,6.5,7,7.76,19.38,0.5,1,
Forum Merger,FMCIU,EarlyBirdCapital,10,10,10,0,0,1,
Azul S.A. ,AZUL,Citigroup,20.06,21.8,21.5,7.18,1.74,2,
Vantage Energy Acquisition ,VEACU,Citigroup,10,10.1,10,0,0.1,1,
Tocagen ,TOCA,Leerink Partners,10,10.27,12.45,24.5,0.27,2,
Warrior Met Coal ,HCC,Credit Suisse,19,17.5,18,-5.26,-1.5,2,Missed
Yext,YEXT,Morgan Stanley,11,14.03,13.41,21.91,3.03,3,
Select Energy Services ,WTTR,Credit Suisse,14,14.9,14.02,0.14,0.9,1,
Floor & Decor Holdings ,FND,BofA Merrill Lynch,21,30.25,32.05,52.62,9.25,3,
China Rapid Finance Limited ,XRF,Morgan Stanley,6,6.67,6.67,11.17,0.67,1,
Cloudera ,CLDR,Morgan Stanley,15,17.87,18.1,20.67,2.87,3,
Emerald Expositions Events ,EEX,BofA Merrill Lynch,17,18.73,19.5,14.71,1.73,1,Missed
NCS Multistage Holdings ,NCSM,Credit Suisse,17,20,19.5,14.71,3,1,Missed
Zymeworks ,ZYME,Citigroup,13,13.5,13,0,0.5,3,Missed
Antero Resources Midstream Management ,AMGP,Morgan Stanley,23.5,22.19,22,-6.38,-1.31,2,
Biohaven Pharmaceutical Holding ,BHVN,Morgan Stanley,17,20.24,17.5,2.94,3.24,2,
UroGen Pharma Ltd. ,URGN,Jefferies,13,13.28,13.98,7.54,0.28,2,
Ovid Therapeut ,OVID,Citigroup,15,14,12.25,-18.33,-1,1,
TPG Pace Energy Holdings ,TPGEU,Deutsche Bank,10,10.1,10.14,1.4,0.1,1,
ENDRA Life Sciences ,NDRAU,Deutsche Bank,5,5.45,5.2,4,0.45,1,
Five Point Holdings ,FPH,Citigroup,14,15.25,15.04,7.43,1.25,1,
A.S.V. ,ASV,Roth Capital Partners,7,7.45,7.85,12.14,0.45,1,
Modern Media Acquisition ,MMDMU,Macquarie Capital,10,10.09,10.11,1.1,0.09,1,
National Energy Services Reunited ,NESRU,Maxim Group,10,10,9.99,-0.1,0,1,
Solaris Oilfield Infrastructure ,SOI,Credit Suisse,12,12.23,11.55,-3.75,0.23,1,
Bright Scholar Education Holdings ,BEDU,Morgan Stanley,10.5,11.05,13.4,27.62,0.55,1,
SMART Global Holdings ,SGH,Barclays,11,12,13.45,22.27,1,1,
Appian ,APPN,Morgan Stanley,12,15,15.01,25.08,3,2,
WideOpenWest ,WOW,UBS Investment Bank,17,16.15,16.5,-2.94,-0.85,1,
KBL Merger Corp. IV  ,KBLMU,Ladenburg Thalmann,10,10,10,0,0,1,
ShotSpotter,SSTI,Roth Capital Partners,11,12.2,14.38,30.73,1.2,1,
Plymouth Industrial  REIT ,PLYM,Deutsche Bank,19,18.31,18.39,-3.21,-0.69,1,
Athenex ,ATNX,Credit Suisse,11,12,12.56,14.18,1,2,Missed
TCG BDC ,CGBD,BofA Merrill Lynch,18.5,17.8,18.11,-2.11,-0.7,1,
Bison Capital Acquisition ,BCACU,EarlyBirdCapital,10,10.1,10.7,7,0.1,1,
"Safety, Income and Growth ",SAFE,BofA Merrill Lynch,20,19,19,-5,-1,1,
SG Blocks ,SBGX,Joseph Gunnar,5,4.75,4.92,-1.6,-0.25,1,
Hennessy Capital Acquisition Corp. III ,HCAC.U,Credit Suisse,10,10.04,10.05,0.5,0.04,1,
TPG Pace Holdings ,TPGH.U,Deutsche Bank,10,10.2,10.25,2.5,0.2,1,
Aileron Therapeutics ,ALRN,BofA Merrill Lynch,15,13.75,10.8,-28,-1.25,2,Missed
Blue Apron Holdings ,APRN,Goldman Sachs,10,10,10,0,0,1,
Byline Bancorp ,BY,BofA Merrill Lynch,19,20.35,20.05,5.53,1.35,2,
Tintri ,TNTR,Morgan Stanley,7,7.12,7.27,3.86,0.12,1,
Federal Street Acquisition ,FSACU,Citigroup,10,10.06,10.1,1,0.06,1,
Calyxt ,CLXT,Citigroup,8,9.5,11.25,40.63,1.5,1,
TPG RE Finance Trust ,TRTX,BofA Merrill Lynch,20,19.58,19.58,-2.1,-0.42,1,
PetIQ ,PETQ,Jefferies,16,21,23.25,45.31,5,1,Missed
Industrea Acquisition ,INDUU,FBR,10,10.02,10.02,0.2,0.02,1,
Pensare Acquisition ,WRLSU,EarlyBirdCapital,10,10.05,10.04,0.4,0.05,1,
Redfin ,RDFN,Goldman Sachs,15,19.56,21.7,44.67,4.56,3,
Clementia Pharmaceuticals ,CMTA,Morgan Stanley,15,18.25,16.35,9,3.25,3,
Venator Materials PLC ,VNTR,Citigroup,20,20.89,20.65,3.25,0.89,1,
I-AM Capital Acquisition ,IAMXU,Maxim Group LLC,10,10.05,10.05,0.5,0.05,1,
Ranger Energy Services ,RNGR,Credit Suisse,14.5,14,14.22,-1.93,-0.5,2,Missed
Capitol Investment Corp. IV ,CIC.U,Citigroup,10,10.1,10.02,0.2,0.1,1,
Atlantic Acquisition,ATACU,EarlyBirdCapital,10,10.05,10.06,0.6,0.05,1,
Social Capital Hedosophia Holdings ,IPOA.U,Credit Suisse,10,10.2,10.31,3.1,0.2,1,
Tremont Mortgage Trust (TRMT),TRMT,UBS Investment Bank,20,17.75,17.29,-13.55,-2.25,1,
Draper Oakwood Technology Acquisition ,DOTAU,EarlyBirdCapital,10,10.07,10.16,1.6,0.07,1,
BEST Inc. ,BSTI,Citigroup,10,11.48,10.52,5.2,1.48,1,
Celcuity ,CELC,Credit Suisse,9.5,12.35,14.29,50.42,2.85,1,Missed
Despegar.com ,DESP,Morgan Stanley,26,29,31.78,22.23,3,2,
Krystal Biotech ,KRYS,Ladenburg Thalmann,10,10.5,10.64,6.4,0.5,1,
Oasis Midstream Partners LP ,OMP,Morgan Stanley,17,16.75,16.75,-1.47,-0.25,1,
Secoo Holding Limited ,SECO,Jefferies,13,12.1,10,-23.08,-0.9,1,
RYB Education ,RYB,Credit Suisse,18.5,24.12,25.9,40,5.62,2,
Nightstar Therapeutics ,NITE,Jefferies,14,17.25,24,71.43,3.25,1,
NuCana plc ,NCNA,Citigroup,15,15.5,16.15,7.67,0.5,1,
Roku ,ROKU,Morgan Stanley,14,15.78,23.5,67.86,1.78,2,
PQ Group ,PGQ,Morgan Stanley,17.5,17,17.25,-1.43,-0.5,1,
Black Ridge Acquisition ,BRACU,EarlyBirdCapital,10,10.09,10.15,1.5,0.09,1,
Rhythm Pharmaceuticals ,RYTH,Morgan Stanley,17,23.21,30,76.47,6.21,3,
Switch ,SWCH,Goldman Sachs,17,21.7,20.84,22.59,4.7,3,
CarGurus ,CARG,Goldman Sachs,16,29,27.58,72.38,13,3,
OrthoPediatrics  ,KIDS,Piper Jaffray,13,18,19.72,51.69,5,2,
Restoration Robotics ,HAIR,National Securities Corporation,7,8.85,9.92,41.71,1.85,1,Missed
OptiNose,OPTN,Jefferies,16,20,19,18.75,4,2,
Qudian ,QD,Morgan Stanley,24,34.5,29.18,21.58,10.5,3,
MongoDB ,MDB,Morgan Stanley,24,33,32.07,33.63,9,3,
Mosaic Acquisition ,MOSC.U,Deutsche Bank,10,10.2,10.15,1.5,0.2,1,
RISE Education Cayman ,REDU,Morgan Stanley,14.5,16,16.61,14.55,1.5,3,
Haymaker Acquisition ,HYACU,Cantor,10,10.07,10.01,0.1,0.07,1,
BP Midstream Partners LP ,BPMP,Citigroup,18,16.85,17.25,-4.17,-1.15,1,
CM Seven Star Acquisition ,CMSSU,EarlyBirdCapital,10,10.01,10.01,0.1,0.01,1,
National Vision Holdings ,EYE,BofA Merrill Lynch,22,28.75,27.83,26.5,6.75,3,
ForeScout Technologies ,FSCT,Morgan Stanley,22,26.25,25.5,15.91,4.25,3,
Loma Negra ,LOMA,BofA Merrill Lynch,19,21.65,21.35,12.37,2.65,2,
Allena Pharmaceuticals ,ALNA,Credit Suisse,14,12,9.98,-28.71,-2,1,
Evoqua Water Technologies ,AQUA,Credit Suisse,18,19.1,20.88,16,1.1,2,
Funko ,FNKO,Goldman Sachs,12,8,7.07,-41.08,-4,2,Missed
Spero Therapeutics ,SPRO,BofA Merrill Lynch,14,13.25,11.5,-17.86,-0.75,2,Missed
ACM Research ,ACMR,Roth Capital Partners,5.6,8.17,6.05,8.04,2.57,1,
Aquantia ,AQ,Morgan Stanley,9,9.31,9.51,5.67,0.31,1,
Sentinel Energy Services ,STNLU,Citigroup,10,10.14,10.05,0.5,0.14,1,
CBTX ,CBTX,Stephens,26,28,28.71,10.42,2,2,
Four Seasons Education ,FEDU,Morgan Stanley,10,10.2,9.5,-5,0.2,1,
Apellis Pharmaceuticals ,APLS,Citigroup,14,14.5,14.03,0.21,0.5,1,
Bandwidth ,BAND,Morgan Stanley,20,21.06,21.19,5.95,1.06,2,
PPDAI Group ,PPDF,Credit Suisse,13,13.3,13.08,0.62,0.3,1,
SendGrid ,SEND,Morgan Stanley,16,18.55,18,12.5,2.55,3,
Arsanis ,ASNS,Citigroup,10,13,14.03,40.3,3,1,
Bluegreen Vacations ,BXG,Stifel,14,12.55,13,-7.14,-1.45,1,
SailPoint Technologies Holdings ,SAIL,Morgan Stanley,12,14.9,13,8.33,2.9,3,
scPharmaceuticals ,SCPH,Jefferies,14,14.25,14.1,0.71,0.25,1,
Stitch Fix ,SFIX,Goldman Sachs,15,16.9,15.15,1,1.9,1,
Big Rock Partners Acquisition ,BRPAU,EarlyBirdCapital,10,10.01,10.01,0.1,0.01,1,
Leisure Acquisition,LACQU,Morgan Stanley,10,10,9.96,-0.4,0,1,
Regalwood Global Energy ,RWGE.U,Citigroup,10,10.01,10,0,0.01,1,
CURO Group Holdings ,CURO,Credit Suisse,14,14.8,14.2,1.43,0.8,1,
Odonate Therapeutics ,ODT,Goldman Sachs,24,23,23,-4.17,-1,1,
Denali Therapeutics ,DNLI,Goldman Sachs,18,21.55,21.45,19.17,3.55,2,
Casa Systems ,CASA,Morgan Stanley,13,13.5,14.4,10.77,0.5,1,
Newmark Group ,NMRK,Goldman Sachs,14,14.05,13.95,-0.36,0.05,1,
iClick Interactive Asia Group ,ICLK,Roth,8,8.5,9,12.5,0.5,1,
"BeiGene, Ltd. ",BGNE,Goldman Sachs,24,28.97,28.32,18,4.97,3,
Editas Medicine ,EDIT,Morgan Stanley,16,18,18.2,13.75,2,2,
AveXis ,AVXS,Goldman Sachs,20,18.02,18.05,-9.75,-1.98,2,Missed
Proteostasis Therapeutics ,PTI,Leerink Partners,8,8,6.64,-17,0,1,
Silver Run Acquisition ,SRAQU,Deutsche Bank,10,10.01,10.21,2.1,0.01,1,
Jensyn Acquisition ,JSYNU,Chardan Capital Markets,10,9.95,9.95,-0.5,-0.05,1,
Syndax Pharmaceuticals ,SNDX,Morgan Stanley,12,12.11,12.01,0.08,0.11,1,
KLR Energy Acquisition ,KLREU,EarlyBirdCapital,10,10,10,0,0,1,
Corvus Pharmaceuticals ,CRVS,Credit Suisse,15,15,14.25,-5,0,1,
Aeglea BioTherapeutics ,AGLE,UBS Investment Bank,10,10.4,9.77,-2.3,0.4,1,
Bats Global Markets ,BATS,Morgan Stanley,19,22.88,23,21.05,3.88,3,
MGM Growth Properties LLC ,MGP,BofA Merrill Lynch,21,22.75,22.01,4.81,1.75,2,
American Renal Associates Holdings ,ARA,BofA Merrill Lynch,22,26.5,26.5,20.45,4.5,2,
SecureWorks ,SCWX,BofA Merrill Lynch,14,13.91,14,0,-0.09,1,
Red Rock Resorts ,RRR,Deutsche Bank,19.5,18.5,18.7,-4.1,-1,1,
Yintech Investment Holdings Limited ,YIN,Jefferies,13.5,13.8,13.5,0,0.3,1,
Intellia Therapeutics ,NTLA,Credit Suisse,18,22,22.1,22.78,4,3,
Spring Bank Pharmaceuticals ,SBPH,Deutsche Bank,12,11.28,11.1,-7.5,-0.72,1,
SiteOne Landscape Supply ,SITE,Deutsche Bank,21,25.9,26.67,27,4.9,1,Missed
Acacia Communications,ACIA,Goldman Sachs,23,29,30.95,34.57,6,3,
Oncobiologics ,ONSIU,Jefferies,6,5.12,4.8,-20,-0.88,1,
Grupo Supervielle S.A. ,SUPV,Morgan Stanley,11,11.5,11.5,4.55,0.5,1,
Merus B.V. ,MRUS,Citigroup,10,9.75,10.04,0.4,-0.25,1,
CF Corporation ,CFCOU,Citigroup,10,10.04,9.99,-0.1,0.04,1,
Cotiviti Holdings ,COTV,Goldman Sachs,19,19.5,17.11,-9.95,0.5,3,Missed
GMS,GMS,Barclays,21,22.5,21.91,4.33,1.5,1,
Landcadia Holdings ,LCAHU,Jefferies,10,10,10,0,0,2,
Reata Pharmaceuticals ,RETA,Citigroup,11,11.06,13.7,24.55,0.06,1,
US Foods Holding ,USFD,Goldman Sachs,23,24.25,24.91,8.3,1.25,2,
Nant Health ,NH,Jefferies,14,16.11,18.59,32.79,2.11,1,Missed
Sensus Healthcare ,SRTSU,Northland Capital Markets,23,23.25,24.91,8.3,0.25,1,
Atkore International Group ,ATKR,Credit Suisse,16,15.75,16,0,-0.25,1,
China Online Education Group ,COE,Morgan Stanley,19,19.5,18.98,-0.11,0.5,1,
Selecta Biosciences ,SELB,UBS Investment Bank,14,15,14,0,1,1,
Twilio,TWLO,Goldman Sachs,15,23.99,28.79,91.93,8.99,3,
M III Acquisition ,MIIIU,Cantor,10,10,9.63,-3.7,0,1,
Monster Digital ,MSDI,Axiom Capital Management,4.5,4,3.68,-18.22,-0.5,1,
LINE Corporation ,LN,Morgan Stanley,32.84,42,41.58,26.61,9.16,3,
AdvancePierre Foods Holdings ,APFH,Barclays,21,23.5,24,14.29,2.5,2,
Conyers Park Acquisition ,CPAAU,Deutsche Bank,10,10.05,10.21,2.1,0.05,1,
Audentes Therapeutics ,BOLD,BofA Merrill Lynch,15,19,15.13,0.87,4,3,
IMPINJ ,PI,RBC Capital Markets,14,18,17.97,28.36,4,3,
Kadmon Holdings ,KDMN,Citigroup,12,11.55,9.7,-19.17,-0.45,1,
Tactile Systems Technology ,TCMD,Piper Jaffray,10,10.35,11,10,0.35,1,
Talend SA ,TLND,Goldman Sachs,18,27.66,25.5,41.67,9.66,4,
At Home Group ,HOME,BofA Merrill Lynch,15,16.25,16.31,8.73,1.25,1,
First Hawaiian ,FHB,Goldman Sachs,23,24.2,24.25,5.43,1.2,3,
Atomera ,ATMR,National Securities Corporation,7.5,8.13,8.08,7.73,0.63,1,
Gemphire Therapeutics ,GEMP,Jefferies,10,9.25,9.2,-8,-0.75,1,
Medpace Holdings ,MEDP,Jefferies,23,28.15,27.79,20.83,5.15,3,
Protagonist Therapeutics ,PTGX,Leerink Partners,12,12,11.7,-2.5,0,1,
Airgain ,AIRG,Northland Capital Markets,8,8,8,0,0,1,
Stellar Acquisition III ,STRU,Maxim Group LLC,10,10,9.97,-0.3,0,1,
M I Acquisitions ,MACQU,Chardan Capital Markets,10,10,10,0,0,1,
Noble Midstream Partners LP,NBLX,Barclays,22.5,26.5,26.2,16.44,4,2,
Everbridge,EVBG,Credit Suisse,12,12.3,15.25,27.08,0.3,1,
Saban Capital Acquisition (SCACU) (u),SCACU,Deutsche Bank,10,10.06,10.05,0.5,0.06,1,
Novan ,NOVN,Piper Jaffray,11,14.4,18.1,64.55,3.4,3,
The Trade Desk ,TTD,Citigroup,18,28.75,30.1,67.22,10.75,3,
AC Immune SA ,ACIU,Credit Suisse,11,14.11,15.66,42.36,3.11,3,
Valvoline ,VVV,BofA Merrill Lynch,22,24.1,23.1,5,2.1,3,
Fulgent Genetics ,FLGT,Credit Suisse,9,9.21,9.18,2,0.21,1,
MedEquities Realty Trust ,MRT,FBR,12,11.5,11.59,-3.42,-0.5,1,
Nutanix,NTNX,Goldman Sachs,16,26.5,37,131.25,10.5,3,
Advanced Disposal Services ,ADSW,Deutsche Bank,18,20.5,20,11.11,2.5,1,Missed
AquaVenture Holdings ,WAAS,Citigroup,18,21,21.95,21.94,3,1,Missed
Coupa Software ,COUP,Morgan Stanley,18,35,33.09,83.83,17,3,
Obalon Therapeutics ,OBLN,UBS Investment Bank,15,15.21,15,0,0.21,1,
Camping World Holdings ,CWH,Goldman Sachs,22,23.75,22.5,2.27,1.75,3,
Everspin Technologies ,MRAM,Stifel,8,9.1,8.02,0.25,1.1,1,
Avista Healthcare Public Acquisition (AHPAU) (u),AHPAU,Credit Suisse,10,9.82,9.86,-1.4,-0.18,1,
Azure Power Global ,AZRE,Barclays,18,16.12,14.6,-18.89,-1.88,1,
Extraction Oil & Gas ,XOG,Credit Suisse,19,22.75,21.85,15,3.75,2,
Mammoth Energy Services ,TUSK,Credit Suisse,15,13.66,13.26,-11.6,-1.34,1,
CRISPR Therapeutics AG ,CRSP,Citigroup,14,15,14.09,0.64,1,1,
Forterra ,FRTA,Goldman Sachs,18,16.61,16.5,-8.33,-1.39,1,
Ra Pharmaceuticals ,RARX,Credit Suisse,13,14.16,13,0,1.16,3,
GTY Technology Holdings ,GTYHU,Citigroup,10,10.04,10.05,0.5,0.04,1,
Myovant Sciences Ltd. ,MYOV,Citigroup,15,15,13.26,-11.6,0,2,Missed
ZTO Express (Cayman) ,ZTO,Morgan Stanley,19.5,18.4,16.57,-15.03,-1.1,3,Missed
BlackLine ,BL,Goldman Sachs,17,24.52,23.7,39.41,7.52,3,
Quantenna Communications ,QTNA,Morgan Stanley,16,16.8,15.5,-3.13,0.8,2,
GDS Holdings Ltd. ,GDS,Credit Suisse,10,10,10.41,4.1,0,2,
Smart Sand ,SND,Credit Suisse,11,10.3,10.99,-0.09,-0.7,2,
Innovative Industrial Properties ,IIPR,Ladenburg Thalmann,20,20.25,19.15,-4.25,0.25,1,
Polar Power ,POLA,Roth Capital Partners,7,7.55,9,28.57,0.55,1,
SenesTech ,SNES,Roth Capital Partners,8,8.25,8.16,2,0.25,1,
Athene Holding Ltd. ,ATH,Goldman Sachs,40,43.56,44.05,10.13,3.56,1,Missed
"Ichor Holdings, Ltd. ",ICHR,Deutsche Bank,9,10.25,9.77,8.56,1.25,1,
WildHorse Resource Development ,WRD,Barclays,15,15.7,15.06,0.4,0.7,2,
Patriot National  ,PN,UBS Investment Bank,14,13.49,13.5,-3.57,-0.51,1,
County Bancorp  ,ICBK,Baird,15.75,16.35,17,7.94,0.6,1,
Quinpario Acquisition Corp. 2  ,QPACU,Deutsche Bank,10,10.01,10,0,0.01,1,
Box,BOX,Morgan Stanley,14,20.2,23.23,65.93,6.2,3,
Zosano Pharma (ZSAN),ZSAN,Ladenburg Thalmann,11,12.16,11.1,0.91,1.16,1,
Ascendis Pharma A/S  ,ASND,BofA Merrill Lynch,18,21.5,18.83,4.61,3.5,2,
Entellus Medical ,ENTL,BofA Merrill Lynch,17,19.26,22,29.41,2.26,2,
Flex Pharma  ,FLKS,Jefferies,16,19,14.95,-6.56,3,2,
Presbia PLC ,LENS,Jefferies,10,9.25,8.15,-18.5,-0.75,1,
Avinger  ,AVGR,Canaccord Genuity,13,13.15,13.5,3.85,0.15,1,
InfraREIT ,HIFR,BofA Merrill Lynch,23,27.1,26.6,15.65,4.1,3,
Nexvet Biopharma plc ,NVET,BofA Merrill Lynch,10,9.15,8.88,-11.2,-0.85,1,
Barington/Hilco Acquisition  ,BHACU,EarlyBirdCapital,10,10,9.99,-0.1,0,1,
Columbia Pipeline Partners LP ,CPPL,Barclays,23,28,26.79,16.48,5,3,
Easterly Government Properties  (DEA),DEA,Citigroup,15,16.25,15.5,3.33,1.25,1,
Inovalon Holdings ,INOV,Goldman Sachs,27,33.16,27,0,6.16,3,
Bellerophon Therapeutics   ,BLPH,Leerink Partners,12,10,8.97,-25.25,-2,1,
Eyegate Pharmaceuticals   ,EYEG,Aegis Capital Corp,6,6,6,0,0,1,
Great Ajax  ,AJX,FBR,14.25,14.25,14,-1.75,0,1,
FinTech Acquisition ,FNTCU,Cantor,10,10,10,0,0,1,
Check-Cap Ltd. ,CHEKU,Chardan Capital Markets,6,6,6.01,0.17,0,1,
Baozun ,BZUN,Morgan Stanley,10,10.25,10.44,4.4,0.25,1,
MaxPoint Interactive   ,MXPT,Goldman Sachs,11.5,11,9.76,-15.13,-0.5,2,Missed
Summit Materials   ,SUM,Citigroup,18,20.16,20.97,16.5,2.16,2,
Goldman Sachs BDC ,GSBD,BofA Merrill Lynch,20,19.5,20.05,0.25,-0.5,1,
Harmony Merger ,HRMNU,Cantor,10,10,10,0,0,1,
SolarEdge Technologies,SEDG,Goldman Sachs,18,20,20.7,15,2,3,
Jernigan Capital ,JCAP,Raymond James,20,20.05,20.31,1.55,0.05,1,
GoDaddy ,GDDY,Morgan Stanley,20,26.15,26.15,30.75,6.15,3,
Kornit Digital Ltd.   ,KRNT,Barclays,10,12.94,14,40,2.94,1,
Wowo Ltd ,WOWO,Axiom Capital Management,10,11.06,10.29,2.9,1.06,1,
Carbylan Therapeutics ,CBYL,Leerink Partners,5,5.56,5.56,11.2,0.56,1,
